mass,mass_error_min,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,updated_year,updated_month,updated_day,updated_hour,updated_dayofweek,updated_is_weekend
9.4,0.1,1.9,0.2,0.05,0.178,0.009,0.009,0.07,0.003,0.003,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2000,90.0,30.0,40.0,2450851.887,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,271.8348333,-24.99794448,12.0,7.96,13.391,13.527,12.826,2790.0,1.0,1.0,0.0,0.1,0.1,1.4,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2015,10,29,0,3,False
0.8,0.1,11.0,0.2,0.05,0.178,0.009,0.009,0.1046,1e-05,1e-05,0.004875,0.001,0.001,3e-07,0.03,0.0,89.95,0.2,0.5,2e-05,2009,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,276.1366667,-24.86972222,12.0,7.96,13.391,13.527,12.826,5600.0,1.0,1.0,0.0,0.1,0.1,1.4,0.04,0.04,0.86,0.02,0.02,12.0,4.0,1.0,5770.0,100.0,100.0,2024,6,14,0,4,False
0.8,0.1,11.0,0.2,0.05,0.178,0.009,0.009,0.242519219,1e-05,1e-05,0.00854,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2022,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,276.1382646,-24.86894444,12.0,7.96,13.391,13.527,12.826,5400.0,1.0,1.0,0.0,0.1,0.1,1.4,0.04,0.04,0.86,0.02,0.02,12.0,4.0,1.0,5770.0,100.0,100.0,2024,6,21,0,4,False
0.8,2.0,11.0,2.0,2.0,0.178,0.009,0.009,0.136634727,1e-05,1e-05,0.005825,1.97e-06,1.97e-06,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,292.1890936,12.76483075,12.0,7.96,13.391,13.527,12.826,6100.0,1.0,1.0,0.0,0.1,0.1,1.4,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2024,6,16,0,6,True
12.0,0.1,1.9,0.2,0.05,0.178,0.009,0.009,0.14567224,3e-10,3e-10,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2011,90.0,30.0,40.0,2455044.158,6e-07,6e-07,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,340.425,-52.61000002,12.0,7.96,13.391,13.527,12.826,500.0,1.0,1.0,0.0,0.1,0.1,1.35,0.04,0.04,0.86,0.02,0.02,5.22,4.0,1.0,5770.0,100.0,100.0,2015,10,26,0,0,False
0.8,0.0002,0.7949,0.0002,0.0002,0.178,0.009,0.009,0.322964,1e-08,1e-08,0.0102,0.001,0.001,0.0017,0.03,0.0,89.95,0.2,0.5,2e-05,2017,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,350.644348,-26.849533,12.0,7.96,13.391,13.527,12.826,230.0,50.0,90.0,0.0,0.1,0.1,1.4,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2021,8,17,0,1,False
0.736,0.09,1.9,0.2,0.05,1.534,0.4,0.4,1.645321,1e-05,1e-05,0.0286,0.0006,0.0006,0.0,0.03,0.0,85.87,0.96,0.96,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458247.907,0.00036,0.00036,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.379,0.055,0.055,0.35,0.1,0.1,114.0,13.0,13.0,1955.0,25.0,25.0,1050.0,69.0,0.16,0.03,0.03,3.36,284.4458333,69.57083335,12.8,7.96,13.391,13.527,12.826,539.0,10.0,10.0,0.016,0.089,0.089,1.156,0.068,0.068,1.254,0.026,0.026,3.2,1.9,1.9,6124.0,46.0,46.0,2019,3,25,0,0,False
1.294,0.049,1.9,0.2,0.05,1.143,0.025,0.026,1.42002504,7.1e-07,7.1e-07,0.02332,0.00032,0.0004,0.0,0.03,0.0,84.08,0.15,0.16,2e-05,2010,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2456234.103,6e-06,6e-06,2454717.65,0.0007,0.00041,351.6,7.1,7.1,0.645,0.011,0.01,0.35,0.1,0.1,261.6,5.5,5.5,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,303.3833333,65.1619444,12.84,7.96,13.391,13.527,10.4,187.0,0.5,0.5,0.171,0.094,0.097,0.838,0.016,0.016,0.803,0.01,0.01,4.37,4.0,1.0,5013.0,88.0,93.0,2025,3,30,0,6,True
2.494,0.054,1.9,0.2,0.05,1.254,0.013,0.013,1.33711647,2.6e-07,2.6e-07,0.02153,0.0002,0.0002,0.0,0.03,0.0,86.12,0.08,0.08,2e-05,2011,90.0,30.0,40.0,2457375.59,3.0,11.0,2455624.267,8.7e-05,8.7e-05,2455624.267,0.00011,0.00011,2454717.65,0.0007,0.00041,15.0,20.0,20.0,0.41,0.23,0.23,0.35,0.1,0.1,558.7,5.9,5.9,1344.0,14.0,14.0,1050.0,69.0,0.16,0.03,0.03,3.36,207.655866,-6.804028,13.3,7.96,11.35,10.794,12.826,182.32,1.21,1.21,0.02,0.08,0.08,0.74,0.037,0.037,0.78,0.01,0.01,5.0,4.0,1.0,4645.0,50.0,50.0,2021,2,5,0,4,False
4.31,0.47,1.9,0.2,0.05,1.096,0.14,0.14,2.5079204,9.9e-06,9.9e-06,0.03783,0.00069,0.00069,0.0,0.03,0.0,86.8,2.0,2.0,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2457302.453,0.0001,0.0001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.35,0.22,0.22,0.35,0.1,0.1,587.0,58.0,58.0,1681.0,84.0,84.0,1050.0,69.0,0.16,0.03,0.03,3.36,359.15,36.21305557,12.88,7.96,13.391,13.527,12.826,735.601,30.723,33.463,-0.069,0.275,0.275,1.19,0.178,0.235,1.727,0.191,0.184,0.31,0.001,0.001,6207.39,309.6,270.45,2024,8,2,0,4,False
5.85,0.47,1.9,0.2,0.05,1.552,0.057,0.057,1.8053949,9.9e-06,9.9e-06,0.02861,0.00048,0.00048,0.0,0.03,0.0,88.82,1.2,1.2,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2457323.654,0.00098,0.00098,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.114,0.11,0.11,0.35,0.1,0.1,1004.0,71.0,71.0,1570.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,4.858333342,44.02750001,13.6,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.103,0.081,0.081,0.896,0.063,0.063,0.849,0.063,0.063,0.17,0.01,0.01,5215.0,50.0,50.0,2016,9,18,0,6,True
4.32,0.18,1.9,0.2,0.05,1.107,0.064,0.064,2.8792319,9.9e-06,9.9e-06,0.04127,0.0067,0.0067,0.0,0.03,0.0,88.74,0.87,0.87,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2457336.758,9.8e-05,9.8e-05,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.18,0.16,0.16,0.35,0.1,0.1,568.0,15.0,15.0,1415.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,7.054166671,42.0613889,12.82,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.377,0.08,0.08,1.128,0.056,0.056,1.076,0.051,0.051,0.53,0.004,0.004,5747.0,49.0,49.0,2016,9,18,0,6,True
0.668,0.066,1.9,0.2,0.05,1.062,0.07,0.07,3.506189,2e-05,2e-05,0.0423,0.0004,0.0004,0.0,0.03,0.0,86.01,0.14,0.14,2e-05,2017,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2457784.033,0.00049,0.00049,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.878,0.016,0.016,0.35,0.1,0.1,101.6,9.6,9.6,1006.0,18.0,18.0,1050.0,69.0,0.16,0.03,0.03,3.36,222.2083334,22.15250001,11.4,7.96,13.391,13.527,12.826,101.0,6.0,6.0,-0.025,0.093,0.093,0.822,0.021,0.021,0.722,0.02,0.02,1.0,0.5,0.5,5052.0,66.0,66.0,2024,8,1,0,3,False
1.88,0.25,1.9,0.2,0.05,1.7,0.03,0.03,2.032046,1e-05,1e-05,0.0352,0.0002,0.0002,0.0,0.03,0.0,89.0,1.0,1.0,2e-05,2018,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458043.321,0.00023,0.00023,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.08,0.08,0.08,0.35,0.1,0.1,239.0,32.0,32.0,2053.0,15.0,15.0,1050.0,69.0,0.16,0.03,0.03,3.36,358.5166667,37.02194445,13.0,7.96,13.391,13.527,12.826,725.0,10.0,10.0,0.276,0.071,0.071,1.409,0.026,0.026,1.564,0.021,0.021,1.0,0.5,0.5,6387.0,38.0,38.0,2018,12,18,0,1,False
0.371,0.062,1.9,0.2,0.05,1.285,0.022,0.022,3.71495,0.001,0.001,0.0474,0.0008,0.0008,0.0,0.03,0.0,89.29,0.7,0.7,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2458210.84,0.00085,0.00085,8.0,11.0,11.0,0.096,0.093,0.093,0.35,0.1,0.1,47.7,8.0,8.0,1457.0,14.0,14.0,1050.0,69.0,0.16,0.03,0.03,3.36,157.4125,70.52722224,11.5,7.96,13.391,13.527,12.826,276.7,3.4,3.4,0.025,0.07,0.07,1.029,0.051,0.051,1.315,0.02,0.02,8.3,2.1,2.1,5687.0,50.0,50.0,2019,3,25,0,0,False
1.19,0.16,1.9,0.2,0.05,1.009,0.014,0.014,1.540731,3.8e-05,3.8e-05,0.0234,0.003,0.003,0.0,0.03,0.0,89.23,0.64,0.64,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2458227.756,0.00027,0.00027,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.097,0.079,0.079,0.35,0.1,0.1,249.0,35.0,35.0,1134.0,9.0,9.0,1050.0,69.0,0.16,0.03,0.03,3.36,160.7480834,60.9641667,14.1,7.96,13.391,13.527,12.826,211.4,1.6,1.6,0.25,0.08,0.08,0.719,0.024,0.024,0.696,0.008,0.008,7.5,4.5,4.5,4309.0,31.0,31.0,2019,3,25,0,0,False
0.8,0.1,0.63,0.2,0.05,0.178,0.009,0.009,1.04,1e-05,1e-05,0.019,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2022,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,239.2269745,21.12196764,17.0,7.96,13.391,13.527,12.826,321.5,6.0,6.0,0.0,0.1,0.1,0.9,0.04,0.04,0.01,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2022,9,21,0,2,False
1.04,0.1,1.093,0.023,0.023,0.178,0.009,0.009,39.8438,0.0027,0.0027,0.2245,0.0024,0.0023,0.038,0.0025,0.0025,0.4,0.0,0.0,0.012622,1997,269.6,3.4,3.4,2455498.7,39.0,0.75,2455479.62,0.29,0.29,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,67.28,0.19,0.19,614.0,9.0,9.0,1050.0,69.0,0.16,0.03,0.03,3.36,240.2625,33.3141667,5.4,7.96,13.391,13.527,12.826,17.43,0.22,0.22,-0.24,0.08,0.08,0.99,0.05,0.05,1.284,0.082,0.082,9.0,1.7,1.7,5822.0,70.0,70.0,2023,7,13,0,3,False
0.8,0.0047,0.0887,0.0047,0.0047,0.178,0.009,0.009,102.19,1e-05,1e-05,0.4206,0.0045,0.0045,0.096,0.064,0.053,89.95,0.2,0.5,2e-05,2016,9.7,31.0,25.0,2455629.3,14.0,14.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,4.0,0.18,0.18,448.0,7.0,7.0,1050.0,69.0,0.16,0.03,0.03,3.36,240.2625,33.3141667,5.4,7.96,13.391,13.527,12.826,17.43,0.22,0.22,-0.24,0.08,0.08,0.99,0.05,0.05,1.284,0.082,0.082,9.0,1.7,1.7,5822.0,70.0,70.0,2023,7,13,0,3,False
0.8,0.0079,0.068,0.0079,0.0079,0.178,0.009,0.009,282.2,3.7,2.2,0.827,0.011,0.011,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2023,90.0,30.0,40.0,2455583.0,31.0,54.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.2,0.14,0.14,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,240.2625,33.3141667,5.4,7.96,13.391,13.527,12.826,17.43,0.22,0.22,-0.24,0.08,0.08,0.99,0.05,0.05,1.284,0.082,0.082,9.0,1.7,1.7,5822.0,70.0,70.0,2023,6,13,0,1,False
0.8,0.0017,0.01192,0.0017,0.0017,0.178,0.009,0.009,12.949,0.014,0.014,0.1061,0.0011,0.0011,0.126,0.078,0.054,89.95,0.2,0.5,2e-05,2023,359.0,57.0,49.0,2455496.2,5.0,5.7,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,1.14,0.015,0.015,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,240.2625,33.3141667,5.4,7.96,13.391,13.527,12.826,17.43,0.22,0.22,-0.24,0.08,0.08,0.99,0.05,0.05,1.284,0.082,0.082,9.0,1.7,1.7,5822.0,70.0,70.0,2023,6,13,0,1,False
0.8,0.1,1.82,0.2,0.05,0.178,0.009,0.009,1256.0,35.0,35.0,2.32,0.001,0.001,0.29,0.12,0.12,89.95,0.2,0.5,0.087547,2002,63.0,22.0,22.0,50693.0,130.0,130.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,343.6625,-70.0736111,6.06,7.96,13.391,13.527,12.826,26.5,1.0,1.0,0.25,0.1,0.1,1.06,0.04,0.04,1.1,0.02,0.02,12.96,4.0,1.0,5636.0,100.0,100.0,2024,5,28,0,1,False
0.8,0.00066,0.0044,0.00066,0.00066,0.178,0.009,0.009,9.8658,0.007,0.007,0.0496,0.0017,0.0017,0.116,0.097,0.097,89.95,0.2,0.5,2e-05,2017,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,1.39,0.18,0.18,256.0,45.0,45.0,1050.0,69.0,0.16,0.03,0.03,3.36,176.9333333,0.804444464,11.15,7.96,13.391,13.527,12.826,3.3806,0.0064,0.0064,-0.02,0.08,0.08,0.168,0.017,0.017,0.1967,0.0077,0.0077,5.0,4.0,1.0,3192.0,60.0,60.0,2017,11,17,0,4,False
11.3,4.5,1.9,0.2,0.05,1.07,0.07,0.07,2.5,1e-05,1e-05,1168.0,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,10.245614,2010,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,677.0,69.0,0.16,0.03,0.03,4.35,195.1958333,12.3758333,9.76,7.96,13.391,13.527,12.826,11.7,0.2,0.2,0.0,0.1,0.1,0.6,0.08,0.08,0.86,0.02,0.02,0.475,0.325,0.325,5770.0,100.0,100.0,2024,8,12,0,0,False
0.8,0.0019,0.01249,0.0019,0.0019,0.178,0.009,0.009,10.77,0.02,0.02,0.053,0.0005,0.0005,0.35,0.16,0.16,89.95,0.2,0.5,2e-05,2022,330.0,30.0,30.0,2459370.34,1.5,1.5,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,3.9,0.6,0.6,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,230.9625,17.46583336,13.0,7.96,13.391,13.527,12.826,11.2183,0.0035,0.0035,-0.2,0.2,0.2,0.177,0.0045,0.0045,0.211,0.006,0.006,4.37,4.0,1.0,3071.0,34.0,22.0,2022,5,26,0,3,False
9.0,3.0,1.9,0.2,0.05,2.5,0.009,0.009,2.5,1e-05,1e-05,140.0,10.0,10.0,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2013,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1975.0,69.0,0.16,0.03,0.03,3.6,247.8125,-24.5456,14.27,7.96,13.391,13.527,12.826,135.0,5.0,5.0,0.0,0.1,0.1,0.6,0.04,0.04,0.86,0.02,0.02,0.0068,0.0023,0.0034,2200.0,200.0,200.0,2024,7,24,0,2,False
0.8,0.3,3.0,0.3,0.3,0.178,0.009,0.009,5479.0,219.0,219.0,5.2,0.1,0.1,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2012,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,65.275,-48.6519444,14.4,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.0,0.1,0.1,0.622,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2023,4,22,0,5,True
0.8,0.2,1.8,0.2,0.2,0.178,0.009,0.009,77.51,0.2,0.2,0.384,0.004,0.004,0.15,0.1,0.1,89.95,0.2,0.5,2e-05,2024,210.0,60.0,70.0,2459233.7,3.0,3.4,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,72.0,9.0,9.0,683.0,9.0,9.0,1050.0,69.0,0.16,0.03,0.03,3.36,133.0148333,11.689975,12.8,7.96,13.391,13.527,12.826,870.0,8.0,8.0,-0.013,0.023,0.023,1.26,0.04,0.04,2.13,0.04,0.04,4.3,0.4,0.4,6000.0,40.0,40.0,2024,3,6,0,2,False
0.8,5.03,10.4,5.03,3.94,0.178,0.009,0.009,123.93,0.74,0.74,0.036,0.001,0.001,0.41,0.14,0.14,89.95,0.2,0.5,2e-05,2021,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,804.0,506.0,11.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,194.5925,26.50447224,14.0,7.96,13.391,13.527,12.826,58.8285,0.15625,0.15625,0.116,0.0097,0.0097,0.482,0.02,0.02,0.4842,0.0144,0.0144,4.37,4.0,1.0,3520.0,157.0,157.0,2022,2,8,0,1,False
0.8,0.1,9.5,0.2,0.05,0.178,0.009,0.009,0.0367777,0.000277,0.000277,0.00213,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2013,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,182.1750408,35.8403861,12.0,7.96,13.391,13.527,12.826,207.615,1.0,1.0,0.0,0.1,0.1,0.952,0.04,0.04,0.0093,0.02,0.02,4.37,4.0,1.0,12000.0,100.0,100.0,2024,7,12,0,4,False
0.8,0.1,50.0,0.2,0.05,1.0,0.009,0.009,0.06138888,1e-05,1e-05,0.00264,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2006,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,183.0387822,1.607714233,12.0,7.96,17.85,17.21,16.21,120.0,1.0,1.0,0.0,0.1,0.1,0.6,0.04,0.04,0.012,0.02,0.02,4.37,4.0,1.0,9500.0,100.0,100.0,2024,7,15,0,0,False
6.0,0.1,1.9,0.2,0.05,0.178,0.009,0.009,0.024444,1e-05,1e-05,0.00139,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,262.6982748,55.75512612,12.0,7.96,13.391,13.527,12.826,1232.4,1.0,1.0,0.0,0.1,0.1,0.6,0.04,0.04,0.01,0.02,0.02,4.37,4.0,1.0,12700.0,100.0,100.0,2024,6,29,0,5,True
0.8,0.1,1.9,0.2,0.05,1.5,0.009,0.009,1.08,1e-05,1e-05,0.014,0.001,0.001,0.6,0.03,0.0,83.3,0.2,0.5,2e-05,2023,307.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.374,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,2.62500001,50.46111113,12.0,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.0,0.1,0.1,1.0,0.04,0.04,0.4,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2023,4,6,0,3,False
0.8,0.1,1.9,0.2,0.05,2.22,0.009,0.009,2.1,1e-05,1e-05,0.036,0.001,0.001,0.5,0.03,0.0,83.7,0.2,0.5,2e-05,2023,219.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.44,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,3.129166677,50.45583335,12.0,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.0,0.1,0.1,1.0,0.04,0.04,0.55,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2023,4,6,0,3,False
0.8,0.1,1.9,0.2,0.05,1.96,0.009,0.009,4.71,1e-05,1e-05,0.036,0.001,0.001,0.55,0.03,0.0,81.5,0.2,0.5,2e-05,2023,40.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.37,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,4.137500011,50.68611113,12.0,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.0,0.1,0.1,1.0,0.04,0.04,0.52,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2023,4,6,0,3,False
5.0,0.1,1.9,0.2,0.05,0.178,0.009,0.009,2.5,1e-05,1e-05,1700.0,300.0,300.0,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2000,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,84.66204651,-2.467147604,12.0,17.1,15.3,13.527,14.4,362.33,45.83,45.83,0.0,0.1,0.1,1.0,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2024,7,10,0,2,False
