mass,mass_error_min,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,updated_year,updated_month,updated_day,updated_hour,updated_dayofweek,updated_is_weekend
0.8,0.0197,0.168,0.0197,0.0197,0.178,0.009,0.009,1096.2,27.234,27.234,1.9303,0.0452,0.0452,0.0,0.03,0.0,89.95,0.2,0.5,0.065213,2011,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,250.2833333,-2.8572222,7.22,7.96,13.391,13.527,12.826,29.6,0.5,0.5,0.0,0.1,0.1,1.0,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2011,9,11,0,6,True
2.43,0.38,2.71,0.66,1.14,0.178,0.009,0.009,13140.0,4015.0,9490.0,11.5,2.5,5.0,0.787,0.083,0.076,70.0,17.0,14.0,0.246324,2002,132.0,33.0,37.0,2458179.0,1586.0,4396.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,247.8208333,79.7897222,7.03,7.96,13.391,13.527,12.826,27.2,1.0,1.0,-0.13,0.1,0.1,0.94,0.8,0.8,0.87,0.02,0.02,1.17,4.0,1.0,5741.0,100.0,100.0,2024,10,22,0,1,False
0.121,0.025,1.9,0.2,0.05,0.178,0.009,0.009,21.9,0.005,0.008,0.16,0.008,0.007,0.496,0.104,0.117,89.95,0.2,0.5,2e-05,2022,257.997,21.649,28.218,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,9.247,1.771,1.661,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,252.0076688,-15.96394971,7.41,7.96,6.425,6.138,6.099,43.6002,0.12985,0.12985,0.0,0.1,0.1,1.14,0.16,0.16,1.17,0.0476,0.0476,4.37,4.0,1.0,6091.98,107.683,107.683,2024,8,5,0,0,False
5.148,1.058,1.9,0.2,0.05,0.178,0.009,0.009,18144.8,4350.4,5356.3,14.131,2.52,2.742,0.138,0.08,0.108,42.369,8.858,11.085,2e-05,2022,31.179,74.371,66.299,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,24.767,2.049,2.29,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,252.0076688,-15.96394971,7.41,7.96,6.425,6.138,6.099,43.6002,0.12985,0.12985,0.0,0.1,0.1,1.14,0.16,0.16,1.17,0.0476,0.0476,4.37,4.0,1.0,6091.98,107.683,107.683,2025,1,30,0,3,False
0.8,2.0,3.0,2.0,2.0,0.178,0.009,0.009,2097.0,930.0,930.0,3.2,2.1,2.1,0.6,0.24,0.24,89.95,0.2,0.5,0.037572,2010,325.0,37.0,37.0,2453193.0,260.0,260.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,253.375,-46.3308333,9.18,7.96,13.391,13.527,12.826,85.17,10.3,10.3,0.16,0.1,0.1,1.023,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2014,8,27,0,2,False
0.8,0.1,1.5,0.1,0.1,0.178,0.009,0.009,689.0,13.0,13.0,1.48,0.04,0.04,0.22,0.22,0.0,89.95,0.2,0.5,0.007957,2011,321.0,90.0,90.0,2455320.0,190.0,190.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,253.4333333,11.9736111,8.54,7.96,13.391,13.527,12.826,186.0,33.0,33.0,-0.46,0.03,0.03,0.927,0.065,0.065,4.8,0.1,0.1,12.0,3.0,3.0,5155.0,44.0,44.0,2025,2,19,0,2,False
0.0309,0.0005,1.9,0.2,0.05,0.2721,0.0098,0.0098,11.6264,0.0025,0.0022,0.1049,0.003,0.003,0.046,0.033,0.058,89.26,0.58,0.5,2e-05,2021,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2459002.771,0.0011,0.0011,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.32,0.2,0.27,0.35,0.1,0.1,3.09,1.66,1.76,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,253.7833333,20.49138891,8.85,7.96,13.391,13.527,12.826,107.898,0.317,0.317,-0.16,0.05,0.05,1.15,0.04,0.04,1.43,0.02,0.02,4.37,4.0,1.0,6310.0,100.0,100.0,2023,10,25,0,2,False
0.03043,0.006,1.9,0.2,0.05,0.5299,0.0143,0.0071,27.13,8.37,8.37,0.148,0.004,0.004,0.074,0.05,0.07,89.21,0.5,0.4,2e-05,2021,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2559002.771,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.49,0.1,0.1,0.35,0.1,0.1,7.1,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,253.7833333,20.49138891,8.85,7.96,13.391,13.527,12.826,107.898,0.317,0.317,-0.16,0.05,0.05,1.15,0.04,0.04,1.43,0.02,0.02,4.37,4.0,1.0,6310.0,100.0,100.0,2023,10,25,0,2,False
0.8,0.007,0.064,0.007,0.006,0.178,0.009,0.009,7.3,0.0003,0.0003,0.068,0.003,0.003,0.065,0.037,0.053,89.95,0.2,0.5,2e-05,2022,141.983,17.472,15.315,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,7.826,0.65,0.547,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,254.4715776,47.36668391,7.82,7.96,6.005,5.557,5.458,17.9412,0.0084,0.0084,0.0,0.1,0.1,0.7451,0.0515,0.0515,0.79,0.091,0.091,4.37,4.0,1.0,4837.0,127.791,127.791,2025,2,11,0,1,False
0.8,0.006,0.055,0.006,0.005,0.178,0.009,0.009,15.3,0.001,0.001,0.111,0.004,0.004,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2022,142.315,6.078,8.061,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,6.128,0.329,0.276,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,254.4715776,47.36668391,7.82,7.96,6.005,5.557,5.458,17.9412,0.0084,0.0084,0.0,0.1,0.1,0.7451,0.0515,0.0515,0.79,0.091,0.091,4.37,4.0,1.0,4837.0,127.791,127.791,2025,2,11,0,1,False
0.8,0.05,2.73,0.05,0.05,0.178,0.009,0.009,499.4,3.6,3.6,1.28,0.01,0.01,0.34,0.021,0.021,89.95,0.2,0.5,0.025806,2008,308.2,2.4,2.4,54502.0,4.1,4.1,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,256.1291667,-43.3097222,7.39,7.96,13.391,13.527,12.826,49.6,1.8,1.8,-0.01,0.01,0.01,1.12,0.03,0.03,1.34,0.02,0.02,4.3,1.0,1.0,6076.0,13.0,13.0,2008,10,27,0,0,False
0.8,0.0025,0.0208,0.0025,0.0025,0.178,0.009,0.009,18.56,0.01,0.01,0.134,0.002,0.002,0.344,0.344,0.0,89.95,0.2,0.5,0.007393,2011,90.0,30.0,40.0,2455498.2,3.5,3.5,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,1.7,0.2,0.2,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,256.1166667,-28.5827778,6.58,7.96,13.391,13.527,12.826,17.8,0.2,0.2,0.0,0.1,0.1,1.0,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2021,8,24,0,1,False
1.186,0.059,1.0,0.3,0.3,0.178,0.009,0.009,3278.065,27.74,28.83,4.158,0.067,0.066,0.058,0.019,0.019,88.0,20.0,20.0,0.0547,2006,309.0,21.0,18.0,2454701.0,1000.0,1000.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,255.65,47.0819444,6.74,7.96,13.391,13.527,12.826,18.06,0.18,0.18,-0.105,0.03,0.03,0.88,0.04,0.04,0.86,0.02,0.02,4.92,4.48,4.48,5468.0,44.0,44.0,2025,5,20,0,1,False
9.1,1.9,1.9,0.2,0.05,0.178,0.009,0.009,5163.0,57.0,60.0,7.46,0.07,0.07,0.2,0.04,0.04,47.0,13.0,21.0,2e-05,2023,310.0,11.0,11.0,2459075.0,135.0,161.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,48.5,2.0,2.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,255.3208333,60.64888891,6.14,7.96,13.391,13.527,12.826,101.6,0.3,0.3,0.07,0.1,0.1,2.0,0.11,0.11,8.46,0.13,0.13,1.1,0.04,0.04,4807.0,100.0,100.0,2023,12,5,0,1,False
0.8,0.17,5.02,0.17,0.17,0.178,0.009,0.009,163.91,0.01,0.01,0.6,0.17,0.17,0.61,0.02,0.02,89.95,0.2,0.5,0.009119,2008,265.0,2.0,2.0,2454520.0,1.0,1.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.5208333,-56.4491667,8.22,7.96,7.01,6.7,6.61,65.8,1.0,1.0,0.26,0.04,0.04,1.06,0.09,0.09,1.27,0.09,0.09,9.28,2.36,2.36,5714.0,30.0,30.0,2025,2,11,0,1,False
0.8,0.05,2.24,0.05,0.05,0.178,0.009,0.009,408.6,0.5,0.5,1.291,0.008,0.008,0.46,0.02,0.02,89.95,0.2,0.5,0.017518,2004,57.0,4.0,4.0,2453572.5,2.4,2.4,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,346.0,5.0,5.0,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.8125,-56.6805556,7.25,7.96,13.391,13.527,12.826,64.2,3.1,3.1,-0.22,0.1,0.1,1.718,0.03,0.022,1.76,0.057,0.057,5.6,4.0,1.0,5445.0,100.0,100.0,2014,1,23,0,3,False
0.8,0.16,2.58,0.16,0.16,0.178,0.009,0.009,3452.0,105.0,105.0,5.36,0.09,0.09,0.06,0.05,0.05,89.95,0.2,0.5,2e-05,2014,352.0,37.0,37.0,2455219.0,375.0,375.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.8125,-56.6805556,7.25,7.96,13.391,13.527,12.826,64.2,3.1,3.1,-0.22,0.1,0.1,1.718,0.03,0.022,1.76,0.057,0.057,5.6,4.0,1.0,5445.0,100.0,100.0,2014,1,24,0,4,False
0.8,0.06,0.75,0.06,0.06,0.178,0.009,0.009,352.65,2.58,2.58,1.04,0.04,0.04,0.21,0.08,0.08,89.95,0.2,0.5,2e-05,2021,62.88,36.21,36.21,2457590.7,7.62,7.62,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,19.51,1.42,1.42,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.4208333,10.03861112,7.0,7.96,13.391,13.527,12.826,57.9,0.2,0.2,0.0,0.1,0.1,1.0,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2021,5,21,0,4,False
0.8,0.05,0.85,0.05,0.05,0.178,0.009,0.009,194.3,0.3,0.3,0.64,0.01,0.01,0.17,0.03,0.03,89.95,0.2,0.5,0.014884,2007,143.0,11.0,11.0,2451224.8,6.0,6.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.3958333,33.3558333,7.27,7.96,13.391,13.527,12.826,43.0,1.0,1.0,-0.51,0.06,0.06,0.92,0.04,0.04,0.86,0.02,0.02,10.7,4.0,1.0,5900.0,100.0,100.0,2012,2,3,0,4,False
0.8,0.07,0.82,0.07,0.07,0.178,0.009,0.009,391.9,1.0,1.0,1.02,0.02,0.02,0.16,0.1,0.1,89.95,0.2,0.5,0.023721,2007,180.0,26.0,26.0,2455345.4,28.0,28.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,257.3958333,33.3558333,7.27,7.96,13.391,13.527,12.826,43.0,1.0,1.0,-0.51,0.06,0.06,0.92,0.04,0.04,0.86,0.02,0.02,10.7,4.0,1.0,5900.0,100.0,100.0,2012,2,3,0,4,False
3.8,1.2,1.9,0.2,0.05,0.178,0.009,0.009,2.5,1e-05,1e-05,7.28,4.28,4.28,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2024,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.3562722,-66.95103671,6.72,7.96,13.391,13.527,12.826,30.48,0.025,0.025,0.0,0.1,0.1,0.86,0.107,0.107,1.77,0.103,0.103,0.02,0.015,0.015,5129.0,121.8,121.8,2025,1,21,0,1,False
0.8,0.004,0.024,0.004,0.003,0.178,0.009,0.009,1.9,4e-05,4e-05,0.03,0.001,0.001,0.194,0.129,0.197,89.95,0.2,0.5,2e-05,2022,92.251,87.904,140.584,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,3.935,0.437,0.465,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,260.5527067,-75.34815001,7.04,7.96,5.828,5.571,5.459,27.561,0.02265,0.02265,-0.661,0.024,0.024,1.03,0.131,0.131,1.019,0.0439,0.0439,4.37,4.0,1.0,5771.84,105.791,105.791,2024,7,28,0,6,True
5.909,0.766,1.9,0.2,0.05,0.178,0.009,0.009,17202.2,1950.0,2100.8,13.183,1.179,1.17,0.071,0.053,0.051,31.771,2.131,2.806,2e-05,2022,182.687,22.798,20.491,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,24.023,1.684,1.315,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,260.5527067,-75.34815001,7.04,7.96,5.828,5.571,5.459,27.561,0.02265,0.02265,-0.661,0.024,0.024,1.03,0.131,0.131,1.019,0.0439,0.0439,4.37,4.0,1.0,5771.84,105.791,105.791,2024,7,28,0,6,True
0.8,0.004,0.05,0.004,0.011,0.178,0.009,0.009,21.9,0.006,0.012,0.167,0.009,0.008,0.109,0.048,0.101,89.95,0.2,0.5,2e-05,2022,305.399,339.65,339.65,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,3.095,0.041,0.558,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.2651911,-32.6628391,5.526,7.96,4.754,4.537,4.357,48.249,0.37575,0.37575,0.12,0.028,0.028,1.29,0.02,0.02,2.757,0.13,0.13,4.37,4.0,1.0,6419.19,141.993,141.993,2024,6,17,0,0,False
5.228,1.287,1.9,0.2,0.05,0.178,0.009,0.009,7841.6,516.6,247.4,8.415,0.629,0.396,0.391,0.051,0.04,23.462,22.352,22.352,2e-05,2022,219.678,3.639,5.962,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,28.855,2.765,0.023,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.2651911,-32.6628391,5.526,7.96,4.754,4.537,4.357,48.249,0.37575,0.37575,0.12,0.028,0.028,1.29,0.02,0.02,2.757,0.13,0.13,4.37,4.0,1.0,6419.19,141.993,141.993,2024,6,17,0,0,False
0.8,0.66,9.71,0.66,0.66,0.178,0.009,0.009,131.05,0.54,0.54,0.495,0.017,0.017,0.708,0.018,0.018,89.95,0.2,0.5,0.013525,2011,264.2,1.7,1.7,2455525.59,0.18,0.18,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,258.0958333,63.3522222,8.08,7.96,6.67,6.346,6.269,36.6,1.0,1.0,0.13,0.1,0.1,0.93,0.04,0.04,0.961,0.0418,0.0418,4.0,3.6,3.6,5420.0,101.542,101.542,2011,11,3,0,3,False
9.75,0.605,8.6,0.55,0.55,0.178,0.009,0.009,4818.3,43.1,44.5,5.486,0.24,0.219,0.261,0.006,0.006,74.699,10.533,36.999,2e-05,2010,98.377,1.536,1.636,2455912.0,17.0,17.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,121.328,0.588,0.591,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,258.0958333,63.3522222,8.08,7.96,6.67,6.346,6.269,36.6,1.0,1.0,0.13,0.1,0.1,0.93,0.04,0.04,0.961,0.0418,0.0418,4.0,3.6,3.6,5420.0,101.542,101.542,2024,6,17,0,0,False
0.8,0.04,0.74,0.04,0.05,0.178,0.009,0.009,842.2,14.5,14.5,1.88,0.04,0.04,0.22,0.08,0.08,89.95,0.2,0.5,0.03412,2009,43.0,14.0,14.0,4356.0,33.0,33.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.9625,-48.5494444,6.67,7.96,13.391,13.527,12.826,55.1,2.5,2.5,-0.12,0.01,0.01,1.25,0.04,0.04,2.16,0.09,0.09,4.37,4.0,1.0,5900.0,15.0,15.0,2010,9,7,0,1,False
0.8,0.0018,0.0131,0.0018,0.0018,0.178,0.009,0.009,4.646,0.0011,0.0011,0.05,0.0007,0.0007,0.0,0.03,0.0,89.95,0.2,0.5,0.002041,2010,90.0,30.0,40.0,24718.57,0.11,0.11,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.4166667,29.2272222,8.42,7.96,13.391,13.527,12.826,24.5,0.5,0.5,0.05,0.06,0.06,0.772,0.02,0.02,0.72,0.013,0.013,8.6,4.8,4.8,4850.0,88.0,88.0,2010,5,23,0,6,True
0.8,0.008,0.099,0.008,0.007,0.178,0.009,0.009,809.8,4.4,4.3,1.558,0.006,0.006,0.14,0.08,0.09,89.95,0.2,0.5,2e-05,2017,-2.4,0.6,5.2,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.6,0.2,0.2,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,259.4166667,29.2272222,8.42,7.96,13.391,13.527,12.826,24.5,0.5,0.5,0.05,0.06,0.06,0.772,0.02,0.02,0.72,0.013,0.013,8.6,4.8,4.8,4850.0,88.0,88.0,2024,6,25,0,1,False
10.45,0.05,1.9,0.2,0.05,0.178,0.009,0.009,359.5546,0.0071,0.0071,1.096,0.021,0.021,0.84785,0.0005,0.0005,177.3,175.3,175.3,0.022367,2007,51.62,0.16,0.16,3998.09,0.05,0.05,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,260.1416667,-19.3336111,6.51,7.96,13.391,13.527,12.826,49.0,1.0,1.0,0.22,0.05,0.05,1.43,0.04,0.04,0.86,0.02,0.02,2.1,0.0,0.0,6138.0,36.0,36.0,2025,2,11,0,1,False
0.8,0.1,0.12,0.2,0.05,0.178,0.009,0.009,104.84,1e-05,1e-05,0.416,0.001,0.001,0.46,0.03,0.0,89.95,0.2,0.5,0.013041,2011,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,260.6458333,-19.6161111,7.86,7.96,13.391,13.527,12.826,31.9,0.9,0.9,0.0,0.1,0.1,1.0,0.04,0.04,0.86,0.02,0.02,4.37,4.0,1.0,5770.0,100.0,100.0,2025,2,11,0,1,False
0.8,0.2,1.8,0.2,0.2,0.178,0.009,0.009,521.0,6.9,6.9,1.52,0.04,0.04,0.291,0.093,0.093,89.95,0.2,0.5,0.014672,2011,334.0,10.0,10.0,2455491.0,20.0,20.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,261.4375,27.3033333,7.64,7.96,13.391,13.527,12.826,103.6,7.9,7.9,0.28,0.03,0.03,1.65,0.12,0.12,4.8,0.1,0.1,2.5,0.3,0.3,4897.0,44.0,44.0,2024,8,2,0,4,False
0.8,0.00142,0.00698,0.00142,0.00123,0.107,0.116,0.116,2.178,0.0001,9.0,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2020,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,1.05103,0.19103,0.17897,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,261.35,52.7906,6.46,7.96,13.391,13.527,12.826,27.08,0.01,0.01,0.0,0.1,0.1,1.08,0.1,0.1,1.21,0.08,0.03,4.37,4.0,1.0,5770.0,100.0,100.0,2025,2,12,0,2,False
0.8,0.00186,0.01762,0.00186,0.0019,0.178,0.009,0.009,3.432,0.00016,0.0003,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.261,0.201,0.189,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,261.35,52.7906,6.46,7.96,13.391,13.527,12.826,27.08,0.01,0.01,0.0,0.1,0.1,1.08,0.1,0.1,1.21,0.08,0.03,4.37,4.0,1.0,5770.0,100.0,100.0,2021,9,7,0,1,False
0.8,0.00223,0.01702,0.00223,0.00233,0.178,0.009,0.009,5.1980814,0.0008814,0.0008186,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2019,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,1.90714,0.22714,0.22286,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,261.35,52.7906,6.46,7.96,13.391,13.527,12.826,27.08,0.01,0.01,0.0,0.1,0.1,1.08,0.1,0.1,1.21,0.08,0.03,4.37,4.0,1.0,5770.0,100.0,100.0,2021,9,7,0,1,False
